age	sub	item	trial	F1_Hz	F2_Hz	F3_Hz	file
65+	S1-3	hod	3	525	1009	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-3	hoard	3	375	587	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-3	hood	3	386	956	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-3	who'd	3	369	989	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-3	hud	3	651	1255	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-3	herd	3	537	1207	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-3	heed	4	309	2134	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-3	hid	4	405	1968	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-3	head	4	514	1928	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-3	had	4	726	1618	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-3	hard	4	546	1076	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-3	hod	4	493	948	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-3	hoard	4	391	530	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-3	hood	4	470	1057	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-3	who'd	4	235	837	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-3	hud	4	602	1261	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-3	herd	4	553	1258	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	heed	1	261	2322	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	hid	1	366	2026	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	head	1	453	1929	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	had	1	660	1771	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	hard	1	637	1057	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	hod	1	620	889	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	hoard	1	436	654	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	hood	1	362	1113	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	who'd	1	235	1057	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	hud	1	637	1308	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	herd	1	387	1478	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	heed	2	258	2252	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	hid	2	378	2037	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	head	2	439	1919	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	had	2	643	1789	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	hard	2	688	1107	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	hod	2	620	855	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	hoard	2	402	688	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	hood	2	369	1090	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	who'd	2	235	1124	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	hud	2	620	1174	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	herd	2	406	1447	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	heed	3	257	2345	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	hid	3	381	2066	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	head	3	500	1912	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	had	3	691	1770	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	hard	3	671	1140	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	hod	3	553	872	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	hoard	3	419	654	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	hood	3	369	1090	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	who'd	3	235	1040	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	hud	3	620	1124	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	herd	3	428	1491	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	heed	4	271	2328	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	hid	4	380	2037	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	head	4	493	1921	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	had	4	644	1818	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	hard	4	704	1124	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	hod	4	604	906	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	hoard	4	402	637	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	hood	4	362	1090	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	who'd	4	235	922	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	hud	4	637	1140	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-4	herd	4	369	1342	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	heed	1	271	2221	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	hid	1	357	2058	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	head	1	466	1965	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	had	1	680	1558	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	hard	1	647	1077	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	hod	1	482	790	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	hoard	1	386	674	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	hood	1	362	960	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	who'd	1	258	880	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	hud	1	644	1229	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	herd	1	508	1356	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	heed	2	288	2289	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	hid	2	377	2030	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	head	2	470	1911	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	had	2	668	1587	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	hard	2	655	1071	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	hod	2	486	822	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	hoard	2	387	611	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	hood	2	387	965	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	who'd	2	307	1069	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	hud	2	661	1226	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	herd	2	562	1360	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	heed	3	273	2366	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	hid	3	387	2050	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	head	3	477	1910	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	had	3	712	1614	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	hard	3	670	1062	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	hod	3	500	835	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	hoard	3	412	659	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	hood	3	361	913	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	who'd	3	285	910	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	hud	3	688	1285	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	herd	3	593	1293	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	heed	4	264	2380	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	hid	4	378	2018	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	head	4	498	2002	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	had	4	677	1553	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	hard	4	648	974	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	hod	4	511	771	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
65+	S1-5	hoard	4	413	580	NA	http://journals.cambridge.org/download.php?file=%2F8073_AB860519E0620A6A72A365C3CC382958_journals__IPA_IPA35_02_S0025100305002124a.pdf&cover=Y&code=42083aa6627e64fc4579326df0a7aa58
